ID,gedcom,sourceID,callnum,type,title,author,publisher,other,shorttitle,comments,actualtext,repoID,changedate,changedby
50410,Earlylds,S48356,,,"USA - Louisiana - Vital Records","State of Louisiana",,,,,,,"0000-00-00 00:00:00",Larry
50411,Earlylds,S48357,,,"USA - Colorado - 1885 State Census of Colorado",,,,,,,REPO4,"0000-00-00 00:00:00",Larry
50412,Earlylds,S48358,"FHL US/CAN Book 973 M2Lp v. 4",,"Database - Colorado, Pensioners Jan 1883, Larimer County",,,,,,,REPO39,"0000-00-00 00:00:00",Larry
50413,Earlylds,S48359,,,"USA - Military Pension File","Veterans Administration",,,,,,REPO40,"0000-00-00 00:00:00",Larry
50414,Earlylds,S48360,,,"USA - 1930 United States Census","US Census Bureau",,,,,,REPO8,"0000-00-00 00:00:00",Larry
50415,Earlylds,S48361,,,"Book - City Directory",,,,,,,REPO4,"0000-00-00 00:00:00",Larry
50416,Earlylds,S48362,,,"Database - New York, New York Passenger Lists, 1851-1891",,,,,,,REPO8,"0000-00-00 00:00:00",Larry
50417,Earlylds,S48363,,,"USA - Veteran's Administration Pension Payment Card, 1907-1933","United States.  Veterans Administration",,,,,,REPO4,"0000-00-00 00:00:00",Larry
50466,Earlylds,S48412,FHL#104153,,"LDS - Johnstone, Scotland Branch Records",,,,,,,REPO4,"0000-00-00 00:00:00",Larry
50530,Earlylds,S48476,,,"USA - Minnesota - Hennepin County Minnesota Marriage licenses",,,,,,,REPO4,"0000-00-00 00:00:00",Larry
50531,Earlylds,S48477,,,"Internet Link - California, Online Death Index",,,,,,,REPO41,"2008-10-23 03:52:59",Larry
50567,Earlylds,S48513,FHL#026347,,"LDS - Provo Utah 1st Ward Records",,,,,,,REPO4,"0000-00-00 00:00:00",Larry
50569,Earlylds,S48515,,,"LDS - Genealogical Dept Archive Records",,,,,,,,"0000-00-00 00:00:00",Larry
50570,Earlylds,S48516,,,"LDS - Church Census",,,,,,,REPO2,"0000-00-00 00:00:00",Larry
50571,Earlylds,S48517,FHL#026466,,"LDS - Springville (Utah) 4th Ward Records","Church of Jesus Christ of Latter-day Saints",,,,,,REPO4,"0000-00-00 00:00:00",Larry
50575,Earlylds,S48521,,,"Book - Family Bible of Willis Kelsy Spafford",,,,,,,,"0000-00-00 00:00:00",Larry
50579,Earlylds,S48525,,,"Book - A Genealogical Record of John Spofford and Elizabeth Scott","Spofford, Jeremiah",1869,,,,,REPO42,"0000-00-00 00:00:00",Larry
50582,Earlylds,S48528,"FHL #25798 Items 1-5",,"LDS - Record of members, 1885-1941; annual genealogical report, Form E, 1907-1948","Church of Jesus Christ of Latter-day Saints, Annabella Ward, Sevier Stake (Utah)","Salt Lake City, Utah : Filmed by the Genealogical Society of Utah, 1952",,,,,REPO4,"0000-00-00 00:00:00",Larry
50587,Earlylds,S48533,,,"LDS - Deceased Members File","The Church of Jesus Christ of Latter-day Saints",,,,,,,"0000-00-00 00:00:00",Larry
50593,Earlylds,S48539,,,"USA - 1850 Census Mortality Index 1850 United States Census",,,,,,,,"0000-00-00 00:00:00",Larry
50600,Earlylds,S48546,,,"USA - 1790 United States Census",,,,,,,REPO8,"0000-00-00 00:00:00",Larry
50602,Earlylds,S48548,,,"Database - Gen Forum Message Posted by Janet Petrak",,,,,,,,"0000-00-00 00:00:00",Larry
50605,Earlylds,S48551,,,"Database - Canada, Ontario Cemetery Finding Aid",,http://www.islandnet.com/cgi-bin/ms2/jveinot/search,,,,,,"0000-00-00 00:00:00",Larry
50607,Earlylds,S48553,,,"USA - 1800 United States Census",,,,,,,REPO8,"0000-00-00 00:00:00",Larry
50616,Earlylds,S48562,"971.372 K2w",,"Book - Rev. John Stuart, Anglican parish register, baptisms - marriages - funerals, Kingston, Upper Canada, 1784 to 1811","Waller, Russ",1990,,,,,REPO4,"0000-00-00 00:00:00",Larry
50741,Earlylds,S48687,,,"Manuscript - Births, marriages, intentions of marriage, and deaths, 1694-1820","Cambridge Massachusetts Town Clerk","Salt Lake City, Utah : Filmed by the Genealogical Society of Utah, 1972",,,,,REPO4,"0000-00-00 00:00:00",Larry
50745,Earlylds,S48691,,,"Manuscript - Vital records, 1677-1905","Lexington Massachusetts Town Clerk","Salt Lake City, Utah : Filmed by the Genealogical Society of Utah, 1998",,,,,REPO4,"0000-00-00 00:00:00",Larry
50748,Earlylds,S48694,"FHL Film # 1036549 Item 1",,"Book - History of Woburn, Middlesex County, Mass","Sewall, Samuel 1652-1729","Boston : Wiggin and Lunt, 1868. 657 p.",,,,,REPO4,"0000-00-00 00:00:00",Larry
50756,Earlylds,S48702,"FHL Film # 758488",,"Manuscript - Marriages and intentions, births, deaths, 1694-1864","Westborough Massachusetts Town Clerk",,,,,,REPO4,"0000-00-00 00:00:00",Larry
50759,Earlylds,S48705,FHL#1430998,,"Newspaper - Janesville (Wisconsin) Gazette Obituary index, 1849-1894",,,,,,,REPO4,"0000-00-00 00:00:00",Larry
50762,Earlylds,S48708,,,"USA - Massachusetts - Records of the Governor and Company of the Massachusetts Bay in New England","ed. Nathaniel B. Shurtleff",,,,,,REPO43,"0000-00-00 00:00:00",Larry
50763,Earlylds,S48709,,,"USA - Massachusetts - Handbook of Woburn Houses and Landmarks",,,,,,,REPO37,"0000-00-00 00:00:00",Larry
50765,Earlylds,S48711,"FHL US/CAN Fiche 6008788",,"Book - History of Hudson, New Hampshire","Kimball Webster",1828,,,,,REPO4,"0000-00-00 00:00:00",Larry
50767,Earlylds,S48713,"974.44/W3 V3L",,"Manuscript - Woburn, Massachusetts, First Burial Ground : cemetery records [1700s-1800s]","Jamie LaPierre.",,,,,,REPO4,"0000-00-00 00:00:00",Larry
50843,Earlylds,S48789,,,"Internet Link - History of Irish Grove, Achison, Missouri",,,,,,,REPO44,"2008-10-23 03:58:58",Larry
50850,Earlylds,S48796,,,"Database - Biographical History of Atchison County, Missouri","Steples and Lane",1905,,,,,REPO39,"0000-00-00 00:00:00",Larry
50863,Earlylds,S48809,"US/CAN Book 929.273 Sn61sd",,"Book - Ancestors and Descendants of Frank H. and Ella Mae Snow","Snow, Darold Vernon","Adel, Iowa : Darold Vernon Snow, 1993?",,,,,REPO4,"0000-00-00 00:00:00",Larry
50866,Earlylds,S48812,,,"USA - Nebraska - Nemaha County, Nebraska, ""Burns Obituary""",,,,,,,REPO39,"0000-00-00 00:00:00",Larry
50871,Earlylds,S48817,,,"Internet Link - http://www.rootsweb.com/~okpayne/payne.htm",,,,,,,,"2008-10-23 04:01:48",Larry
50873,Earlylds,S48819,"977.8 A1 no. 162",,"Book - King City Missouri Cemetery",,"St. Joseph, Missouri : Northwest Missouri Genealogy Society, 1982",,,,,,"0000-00-00 00:00:00",Larry
50900,Earlylds,S48846,"FHL Film # 901881",,"Manuscript - Massachusetts, Billerica - births, marriages and deaths 1627-1834","Billerica, Massachusetts, Town Clerk",,,,,,REPO4,"0000-00-00 00:00:00",Larry
50902,Earlylds,S48848,,,"Article - ""The Brooks Family of Woburn""","Cutter, William","The New England Historical and Genealogical Register, Vol 58, p. 51, Jan 1904",,,,,REPO18,"0000-00-00 00:00:00",Larry
50903,Earlylds,S48849,,,"Article - ""Sampson Mason, the Baptist and Dragoon in Oliver Cromwell's Army""","Barton, Ira M.","The New England Historical and Genealogical Register, Vol. 18, July, 1864, p. 250-251",,,,,REPO18,"0000-00-00 00:00:00",Larry
50906,Earlylds,S48852,,,"Database - United States Obituary Collection",,"MyFamily.com, Inc., 2003",,,,,REPO8,"0000-00-00 00:00:00",Larry
50913,Earlylds,S48859,"974.44/C1 V2b",,"Book - Vital Records of Cambridge, Massachusetts, to the Year of 1850","Thomas W. Baldwin, compiler","Boston, Massachusetts : [Wright & Potter Print. Co.], 1914",,,,,REPO4,"0000-00-00 00:00:00",Larry
50914,Earlylds,S48860,"FHL Film # 1429813 Item 16",,"Book - Wyman Historic Genealogy","Wyman, Vincent D.","Washington [District of Columbia] : L.C. Photoduplication Service, 1985",,,,,REPO4,"0000-00-00 00:00:00",Larry
50921,Earlylds,S48867,,,"Internet Link - http://www.lofthouse.com/USA/Utah/washington/cemetery/pinevall.html",,,,,,,,"2008-10-23 04:00:45",Larry
50958,Earlylds,S48904,,,"Internet Link - Wikipedia, the Free Online Encyclopedia",,,,,,,,"2008-10-23 04:15:08",Larry
50984,Earlylds,S48930,"FHL US/CAN Film 893876",,"Manuscript - Births, marriages and intentions, and deaths, 1736 -1835. Index of births, marriages, and deaths, 1799- 1863","Burlington, Massachusetts Town Clerk",,,,,,REPO4,"0000-00-00 00:00:00",Larry
51152,Earlylds,S49098,,,"Internet Link - John McBride Belnap Pioneer Memorial",,,,,,,,"2008-10-23 04:05:09",Larry
52846,Earlylds,S50792,,,"USA - Military - Civil War Pension Index, 1861-1934","National Archives and Records Administration",,,,,,REPO8,"0000-00-00 00:00:00",Larry
53855,Earlylds,S51801,,,"Database - St Louis City Death Records, 1850-1908",,,,,,,REPO8,"0000-00-00 00:00:00",Larry
55642,Earlylds,S53588,,,"Internet Link - Iowa, Madison County Genweb site",,,,,,,REPO48,"2008-10-23 04:04:31",Larry
55722,Earlylds,S53668,,,"USA - Utah - Death Certificate","State of Utah, Department of Health",,,,,,REPO49,"0000-00-00 00:00:00",Larry
55723,Earlylds,S53669,,,"USA - Burial Records","Cemetery Sexton",,,,,,,"0000-00-00 00:00:00",Larry
55724,Earlylds,S53670,,,"USA - Utah - Marriage Certificate","State of Utah, Vital Statistics",,,,,,REPO49,"0000-00-00 00:00:00",Larry
55728,Earlylds,S53674,"979.221 H2d -  FHL US/CAN Book",,"Book -  Builders of Uintah : a centennial history of Uintah County, 1872 to 1947","
Daughters of Utah Pioneers. Uintah County Chapter, 1947",,,,,,REPO4,"0000-00-00 00:00:00",Larry
55731,Earlylds,S53677,,,"Book - Daughters of the Utah Pioneers Obituary Scrapbook",,,,,,,,"0000-00-00 00:00:00",Larry
55742,Earlylds,S53688,,,"Internet Link - Bureau of Land Management - General Land Office Records",,,,,,,REPO50,"2008-10-23 03:49:53",Larry
55764,Earlylds,S53710,,,"Database - World War I Civilian Draft registration","Selective Service System. Draft Registration Cards, 1917-1918","National Archives and Records Administration, 1987-1988. Microfilm Publications: M1509.",,,,,REPO8,"0000-00-00 00:00:00",Larry
55790,Earlylds,S53736,"979.221 H2bu -  FHL US/CAN Book",,"Book - Settlements of Uintah County : digging deeper","Burton, Doris Karren 1998",,,,,,REPO4,"0000-00-00 00:00:00",Larry
56126,Earlylds,S54072,,,"USA - Utah - Marriages in Utah Territory, 1850-1884, from the Deseret News 1850-1872 and Elias Smith Journals 1850-1884","Hansen, Judith W. , AG and Norma Lundberg, Compilers","UGA monograph Series, No.4, Published by Utah Genealogical Association, 1998.",,,,,REPO45,"0000-00-00 00:00:00",Larry
56127,Earlylds,S54073,,,"Book - Early Utah Pioneers:  Levi Hammon and Polly Chapman Bybee","Greenwell, Betsy Robena H.",,,,,,REPO46,"0000-00-00 00:00:00",Larry
56128,Earlylds,S54074,,,"Internet Link - Illinois Statewide Marriage Index, 1763-1900",,"Illinois State Archives",,,,http://www.cyberdriveillinois.com/departments/archives/databases/marriage.html,REPO47,"2014-10-20 13:39:43",Larry
56129,Earlylds,S54075,,,"England - Lancashire, Manchester Cathedral Parish Register 1607-1801","Church of England",,,,,,REPO49,"0000-00-00 00:00:00",Larry
56130,Earlylds,S54076,"977.8113 B38a",,"Book - Atchison County Journal, Rockport, Missouri, August 30, 1879 to December 31, 1882","Ostertag, John A., compiler","St. Joseph, Missouri : Missouri River Heritage Association, 1983",,,,,REPO4,"0000-00-00 00:00:00",Larry
56131,Earlylds,S54077,,,"Newspaper - Kingston Chronicles, Kingston, Ontario, Canada",,,,,,,,"0000-00-00 00:00:00",Larry
56132,Earlylds,S54078,"FHL Film # 751415",,"Manuscript - Births, marriages, deaths, intentions, 1663-1901","Mendon Massachusetts Town Clerk",,,,,,REPO4,"0000-00-00 00:00:00",Larry
56133,Earlylds,S54079,"FHL #861127",,"Manuscript - The earliest records of the town of Southborough: births, deaths and marriages, 1718-1796","Southborough Massachusetts Town Clerk",,,,,,REPO4,"0000-00-00 00:00:00",Larry
56134,Earlylds,S54080,"FHL Film #868435",,"Manuscript - Births, deaths, marriages 1645-1717 Births, deaths, marriages 1650-1780","Chelmsford, Massachusetts Town Clerk",,,,,,REPO4,"0000-00-00 00:00:00",Larry
56135,Earlylds,S54081,"977.8113 V2a",,"Book - Atchison County, Missouri marriages, 1863-1869","Northwest Missouri Genealogical Society","St. Joseph, Missouri : Northwest Missouri Geneal. Society, [19--]",,,,,REPO4,"0000-00-00 00:00:00",Larry
56136,Earlylds,S54082,"FHL Film #1275527",,"USA - Wisconsin - Rock County Registration of Marriages","Wisconsin, Bureau of Vital Statistics","Salt Lake City, Utah : Filmed by the Genealogical Society of Utah, 1979",,,,,REPO4,"0000-00-00 00:00:00",Larry
56137,Earlylds,S54083,,,"USA - Massachusetts Marriages 1633-1850",,,,,,,REPO8,"0000-00-00 00:00:00",Larry
56138,Earlylds,S54084,,,"Early Latter-day Saints Found in 1850 Pottawattamie County, Iowa","Harvey Black",,,"EarlyLDS Pottawattamie County 1850 Census",,,0,"2008-02-28 09:55:06",foxgen
56141,Earlylds,S54087,,,,,,,"LDS St.Geoge Temple 1877 Endowment",,,REPO2,"2009-11-13 00:49:18",hbb
56139,Earlylds,S54085,,,"Newspaper: Frontier Guardian","Gail Geo. Holmes",,,"Frontier Guardian",,"Extractions from the ""Frontier Guardian"" an newspaper published at Kanesville, today's Council Bluffs, Iowa.",0,"2008-11-23 01:48:07",foxgen
56142,Earlylds,S54088,,,"Book - Iowa Branches Members Index 1839 - 1859, Volumes I & II","Ronald G. Watt","Historical Departement of The Church of Jesus Christ of Latter-day Saints 1991.  Copyright LDS Church.",,"Book - Iowa Branches Members Index",,,,"2010-09-22 19:15:16",FoxGen
56143,Earlylds,S54089,,,"Database - New Family Search","The Church of Jesus Christ of Latter-day Saints",,,"Database - New Family Search",,,REPO1,"2010-09-30 19:10:14",FoxGen
56144,Earlylds,S54090,,,"Database - Mormon Pioneer Overland Travel, 1847 - 1868","The Church of Jesus Christ of Latter-day Saints",,,"Mormon Pioneer Overland Travel",,"http://lds.org/churchhistory/library/pioneercompanysearch/1,15773,3966-1,00.html ",0,"2010-11-27 14:34:42",FoxGen
56145,Earlylds,S54092,,,"LDS - FHL - 1917  Branch Records",,,,"LDS - FHL 1917 Branch Records",,,,"2011-07-27 16:42:20",Larry
56146,Earlylds,S54093,,,"LDS - Pottawattamie High Council Minutes",,,,"LDS - Pottawattamie High Council Minutes",,,,"2011-08-05 17:38:09",FoxGen
56147,Earlylds,S54094,,,"LDS - Pottawattamie High Priests Quorum Minutes",,,,"LDS - Pottawattamie High Priests Quorum Minutes",,,0,"2011-08-05 17:54:45",FoxGen
56148,Earlylds,S54095,"LR 4825 21",,"Blockhouse Iowa Branch Records",,,,"LDS - Blockhouse Iowa Branch Records",,,REPO21,"2012-11-17 12:34:26",Plewe
56149,Earlylds,S54096,"1923 pt6-7",,"LDS - Shirts/Buoyo Branch (Harrison, Iowa) Records",,,,"Shirts/Buoyo Branch Records",,,REPO4,"2012-11-17 18:52:18",Plewe
56150,Earlylds,S54097,"LR 5172 21-22",,"LDS - North Pigeon (Pottawattamie, Iowa) Branch Records",,,,"North Pigeon Branch Records",,,REPO21,"2012-11-17 18:53:19",Plewe
56151,Earlylds,S54098,"LR 4876 21, FHL 1922pt6",,"LDS - Council Point (Iowa) Branch Records",,,,"Council Point Iowa Branch Records",,,REPO21,"2012-11-21 22:02:03",Plewe
56152,Earlylds,S54099,"LR 5125 21",,"LDS - Little Pigeon (Iowa) Branch Records",,,,"Little Pigeon (Iowa) Branch Records",,,REPO21,"2012-11-22 01:10:49",Plewe
56153,Earlylds,S54100,"LR 4733 21",,"LDS - Honey Creek Branch (Iowa) Tithing Records",,,,"LDS - Honey Creek Branch (Iowa) Tithing Records",,,REPO21,"2012-12-05 13:46:06",Plewe
56154,Earlylds,S54101,"LR 9517 21",,"LDS - Rockyford Branch (Iowa) records",,,,"LDS - Rockyford Branch (Iowa) records",,,REPO21,"2012-12-05 14:08:08",Plewe
56155,Earlylds,S54102,"LR 5141 21-22",,"LDS - McOlney's Branch (Iowa) records",,,,"LDS - McOlney's Branch (Iowa) records",,,REPO21,"2012-12-05 23:49:28",Plewe
56156,Earlylds,S54103,"LR 5081 21-23",,"LDS - Kanesville Branch (Iowa) records",,,,"LDS - Kanesville Branch (Iowa) records",,,REPO21,"2012-12-06 00:33:19",Plewe
56157,Earlylds,S54104,"film 1923pt4",,"LDS - Lake Branch (Iowa) records",,,,"LDS - Lake Branch (Iowa) records",,,REPO4,"2012-12-06 01:07:24",Plewe
56158,Earlylds,S54105,"LR 11808 21-22, FHL film 1917pt6",,"LDS - Macedonia/Living Spring Branch (Iowa) records",,,,"LDS - Macedonia/Living Spring Branch (Iowa) records",,,REPO21,"2012-12-07 00:07:09",Plewe
56159,Earlylds,S54106,"LR 5162 21",,"LDS - Mill Branch (Iowa) records",,,,"LDS - Mill Branch (Iowa) records",,,REPO21,"2012-12-12 17:33:11",Plewe
56160,Earlylds,S54107,,,"Mount Pisgah, Union County, Iowa","Nancy McKay Harsh Chapter Creston, Iowa, DAR",,,"Mt. Pisgah Cemetery",,,0,"2013-06-21 12:20:50",FoxGen
56161,Earlylds,S54108,,,"Internet Link - Mount Pisgah, Union County, Iowa","Nancy McKay Harsh Chapter Creston, Iowa, DAR",,,"Mount Pisgah Cemetery",,,REPO52,"2013-06-21 12:55:22",FoxGen
56318,Earlylds,S160007,,,"Pedigree Resource File",,,,,,,,"0000-00-00 00:00:00",Larry
56316,Earlylds,S160005,,,"1850 United States Census",,,,,,,,"0000-00-00 00:00:00",Larry
56317,Earlylds,S160006,,,"International Genealogical Index",,,,,,,,"0000-00-00 00:00:00",Larry
56314,Earlylds,S160003,,,"Ancestral File",,,,,,,,"0000-00-00 00:00:00",Larry
56315,Earlylds,S160004,,,"Iowa Branches Members Index 1829 - 1859, Volumes I and II","Ronald G. Watt","Historical Department Church of Jesus Christ of Latter-day Saints 1991, Copyright LDS Chruch",,,,,,"0000-00-00 00:00:00",Larry
56313,Earlylds,S160002,,,"A Grave Experience at the Mormon Pioneer Winter Quarters Cemetery.","By Carlyle B. Jensen and Gail Geo. Holmes","Published by Authors October 1999",,,,,,"0000-00-00 00:00:00",Larry
56273,Earlylds,S54113,,,"New Family Search",,,,,,,REPO3,"0000-00-00 00:00:00",Larry
56312,Earlylds,S160001,,,"Iowa Branches Members Index 1829 - 1859, Volumes I and II","Ronald G. Watt","Historical Department Church of Jesus Christ of Latter-day Saints 1991, Copyright LDS Church",,,,,,"0000-00-00 00:00:00",Larry
56319,Earlylds,S160008,,,"Winter Quarters Wards Membership Lists 1846 - 1848","Historical Department Church of Jesus Christ of Latter-day Saints",,,,,,,"0000-00-00 00:00:00",Larry
56320,Earlylds,S160009,,,"Pioneer Mormon Overland Travels",,,,,,,,"0000-00-00 00:00:00",Larry
56321,Earlylds,S160010,,,"1860 United States Census",,,,,,,,"0000-00-00 00:00:00",Larry
56322,Earlylds,S160011,,,"Research from Harvey B. Black",,,,,,,,"0000-00-00 00:00:00",Larry
56323,Earlylds,S160013,,,"Pioneers and Prominent Men of Utah",,,,,,,,"0000-00-00 00:00:00",Larry
56324,Earlylds,S160014,,,"1860 US Census",,,,,,,,"0000-00-00 00:00:00",Larry
56325,Earlylds,S160015,,,"Susan Easton Black",,,,,,,,"0000-00-00 00:00:00",Larry
56326,Earlylds,S160016,,,"Reorganized Records","Susan Easton Black",,,,,,,"0000-00-00 00:00:00",Larry
56327,Earlylds,S160017,,,"Book - LDS Biographical Encyclopedia","Andrew Jenson",,,,,,,"0000-00-00 00:00:00",Larry
56328,Earlylds,S160018,,,"Coorrespondence, Email, Monday, December 6, 2004. In pocession of Terry Latey Pioneer Research Group Data Master.","Harvey B. Black",,,,,"""Finally, my step ggg grandmother was listed by the Winter Quarters Cemetery sexton as Elizabeth King but was born Elizabeth Warriner in Brattleboro, VT. (She later married to a Mr. White, a Mr. Keep and finally to my ggg grandfather Thomas King.  Thomas died in 1844 in Montrose before his wife arrived in Winter Quarters).  Elizabeth Warriner is not listed by her maiden name in any of the available lists or biographies.""",,"0000-00-00 00:00:00",Larry
56329,Earlylds,S160019,,,"Family Group Record, Isaac Morley and Lucy Gunn, FamilySearch Ancestral File",,,,,,,REPO2,"0000-00-00 00:00:00",Larry
56330,Earlylds,S160020,,,"Omaha's Historic Prospect Hill Cemetery","Baumann, Martin, Simpson","Prospect Hill Cemetery Historical Site Development Foundation and The Greater Omaha Genealogical Society",,"Prospect Hill Cemetery",,,REPO3,"0000-00-00 00:00:00",Larry
56331,Earlylds,S1,,,"Book - A Brief sketch of the life of David Foote",,"Genealogical Society of Utah",,,,,REPO3,"2015-04-28 15:57:36",Larry
